Region;SubRegion;Country;CountryCode;Year;DrugGroup;Drug;SpecificDrugName;KgEquivalent;Comment
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Opioids;Heroin;Heroin Liquid;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Opioids;Pharmaceutical opioids;Methadone;5;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Opioids;Pharmaceutical opioids;Metasedin (Methadone);0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Cannabis-type;Cannabis oil;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Cannabis-type;Cannabis oil;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Opioids;Pharmaceutical opioids;Tramadol;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Cannabis-type;Cannabis plants;;54;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Opioids;Poppy plants;;1;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Cannabis-type;Cannabis seed;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;ATS;Ecstasy-type substances;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Non-specified;Non-specified;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Cocaine-type;Coca paste/cocaine base;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2013;Substances not under international control;Plant-based NPS;Khat;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cannabis-type;Marijuana (herb);;74;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cocaine-type;Cocaine salts;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;ATS;Ecstasy-type substances;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Opioids;Heroin;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cannabis-type;Cannabis seed;;1;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Substances not under international control;Plant-based NPS;Khat;1;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cannabis-type;Hashish (resin);;7;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cannabis-type;Cannabis oil;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Opioids;Heroin;Heroin Liquid;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cannabis-type;Cannabis plants;;46;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Opioids;Poppy plants;;18;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;ATS;Amphetamine;Captagon;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Cannabis-type;Cannabis seed;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;ATS;Ecstasy-type substances;;0;
Asia;Near and Middle East/ South-West Asia;State of Palestine;PSE;2014;Non-specified;Non-specified;;2;
Americas;Central America (excluding Mexico);Panama;PAN;2014;Cocaine-type;Cocaine salts;;35100;
Americas;South America;Suriname;SUR;2014;Cocaine-type;Cocaine salts;;320;First 11 months
Americas;South America;Suriname;SUR;2014;Cocaine-type;Cocaine salts;;52;First 11 months
Americas;South America;Suriname;SUR;2014;Cannabis-type;Marijuana (herb);;375;First 11 months
Americas;South America;Suriname;SUR;2014;Opioids;Heroin;;0;First 11 months
Americas;South America;Suriname;SUR;2014;Cannabis-type;Hashish (resin);;1;First 11 months
Americas;South America;Suriname;SUR;2014;ATS;Ecstasy-type substances;;8;First 11 months
Americas;Caribbean;Bahamas;BHS;2014;Cocaine-type;Cocaine salts;;1590;
Americas;Caribbean;Bahamas;BHS;2014;Cannabis-type;Marijuana (herb);;746800;
Americas;Caribbean;Bahamas;BHS;2014;Cannabis-type;Marijuana (herb);;369;
Americas;Caribbean;Bahamas;BHS;2014;Opioids;Heroin;;2;
Americas;Caribbean;Bahamas;BHS;2014;Cannabis-type;Hashish (resin);;32;
Americas;Caribbean;Bahamas;BHS;2014;ATS;Ecstasy-type substances;;8;
Asia;Central Asia and Transcaucasia;Azerbaijan;AZE;2014;Cannabis-type;Cannabis plants;;239441;239 tons 441 kg 339 gr (2014) of poppy and hemp in the area of 684,272 ha have been destroyed
Americas;Central America (excluding Mexico);Belize;BLZ;2014;ATS;Methamphetamine;;50;10 months only
Asia;Central Asia and Transcaucasia;Azerbaijan;AZE;2014;Cannabis-type;Cannabis-type;;;
Asia;Central Asia and Transcaucasia;Azerbaijan;AZE;2013;Cannabis-type;Cannabis-type;;;Seizures of individual drugs are included in this total.
Asia;Central Asia and Transcaucasia;Azerbaijan;AZE;2013;Opioids;Pharmaceutical opioids;Buprenorphine;0;Source of seizure cases: ARQ
Asia;East and South-East Asia;Cambodia;KHM;2014;Cannabis-type;Marijuana (herb);;20;
Asia;East and South-East Asia;Cambodia;KHM;2014;Opioids;Heroin;;2;
Asia;East and South-East Asia;Cambodia;KHM;2014;Cocaine-type;Cocaine salts;;8;
Asia;East and South-East Asia;Cambodia;KHM;2014;ATS;Methamphetamine;;29;
Asia;East and South-East Asia;Cambodia;KHM;2014;ATS;Ecstasy-type substances;;3;
Asia;East and South-East Asia;Cambodia;KHM;2014;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;0;
Asia;East and South-East Asia;Lao People's Democratic Republic;LAO;2014;Cannabis-type;Marijuana (herb);;1233;
Asia;East and South-East Asia;Lao People's Democratic Republic;LAO;2014;Opioids;Heroin;;182;
Asia;East and South-East Asia;Lao People's Democratic Republic;LAO;2014;Opioids;Opium;Raw and prepared;13;
Asia;East and South-East Asia;Lao People's Democratic Republic;LAO;2014;ATS;Methamphetamine;;19;
Asia;East and South-East Asia;Lao People's Democratic Republic;LAO;2014;ATS;Methamphetamine;;345;
Asia;Near and Middle East/ South-West Asia;Iran (Islamic Republic of);IRN;2014;Non-specified;Non-specified;Narcotic drugs;11732;
Asia;East and South-East Asia;Malaysia;MYS;2014;ATS;Prescription stimulants;;32;
Asia;East and South-East Asia;Malaysia;MYS;2014;Substances not under international control;Plant-based NPS;Mitragyna speciosa (kratom);15541;
Asia;East and South-East Asia;Myanmar;MMR;2014;Opioids;Opium;Raw and prepared;1828;
Asia;East and South-East Asia;Myanmar;MMR;2014;ATS;Methamphetamine;;47;
Asia;East and South-East Asia;Myanmar;MMR;2014;ATS;Methamphetamine;;1139;
Asia;East and South-East Asia;Myanmar;MMR;2014;ATS;Ecstasy-type substances;;717;
Asia;East and South-East Asia;Myanmar;MMR;2014;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;3;
Asia;East and South-East Asia;Myanmar;MMR;2014;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;1;
Asia;East and South-East Asia;Myanmar;MMR;2014;Substances not under international control;Plant-based NPS;Mitragyna speciosa (kratom);605;
Asia;East and South-East Asia;Myanmar;MMR;2014;Sedatives and Tranquillizers;Benzodiazepines;Diazepam (stesolid);7;
Asia;East and South-East Asia;Singapore;SGP;2014;Cocaine-type;Crack;;0;
Asia;East and South-East Asia;Thailand;THA;2014;Cannabis-type;Marijuana (herb);;28104;
Asia;East and South-East Asia;Thailand;THA;2014;Opioids;Heroin;;480;
Asia;East and South-East Asia;Thailand;THA;2014;Cocaine-type;Cocaine salts;;29;
Asia;East and South-East Asia;Thailand;THA;2014;ATS;Methamphetamine;;10162;
Asia;East and South-East Asia;Thailand;THA;2014;ATS;Methamphetamine;;1017;
Asia;East and South-East Asia;Thailand;THA;2014;ATS;Ecstasy-type substances;;9;
Asia;East and South-East Asia;Thailand;THA;2014;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;8;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Cannabis-type;Marijuana (herb);;101726;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Cannabis-type;Hashish (resin);;24;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Cannabis-type;Cannabis oil;;11;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Opioids;Heroin;;73;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Cocaine-type;Cocaine salts;;10;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Precursors;Other precursors;Acetone;550;
Asia;Near and Middle East/ South-West Asia;Lebanon;LBN;2014;Cocaine-type;Cocaine salts;;70;first 8 months
Asia;Near and Middle East/ South-West Asia;Lebanon;LBN;2014;Cannabis-type;Hashish (resin);;2780;first 8 months
Asia;Near and Middle East/ South-West Asia;Lebanon;LBN;2014;Opioids;Heroin;;3;first 8 months
Asia;Near and Middle East/ South-West Asia;Lebanon;LBN;2014;ATS;Amphetamine;Captagon;5997;first 8 months
Africa;West and Central Africa;Nigeria;NGA;2014;Non-specified;Psychotropic substances;;134280;
Europe;Western and Central Europe;Netherlands;NLD;2013;Cocaine-type;Cocaine salts;;12353;
Europe;Western and Central Europe;Netherlands;NLD;2013;Cannabis-type;Hashish (resin);;1566;
Europe;Western and Central Europe;Netherlands;NLD;2013;Substances not under international control;Plant-based NPS;Khat;8944;
Europe;Western and Central Europe;Netherlands;NLD;2014;Cocaine-type;Cocaine salts;;8759;
Europe;Western and Central Europe;Netherlands;NLD;2014;Substances not under international control;Plant-based NPS;Khat;2362;
Europe;Western and Central Europe;Netherlands;NLD;2014;Substances not under international control;GBL;;7;
Europe;Western and Central Europe;Netherlands;NLD;2014;ATS;Ecstasy-type substances;MDMA;361;
Asia;East and South-East Asia;Philippines;PHL;2012;Cannabis-type;Marijuana (herb);;426;
Europe;Western and Central Europe;Estonia;EST;2014;Cannabis-type;Marijuana (herb);;35;
Europe;Western and Central Europe;Estonia;EST;2014;Cannabis-type;Hashish (resin);;273;
Europe;Western and Central Europe;Estonia;EST;2014;Cannabis-type;Cannabis plants;;13;
Europe;Western and Central Europe;Estonia;EST;2014;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Estonia;EST;2014;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Estonia;EST;2014;Opioids;Heroin;;0;
Europe;Western and Central Europe;Estonia;EST;2014;Opioids;Opium;Raw and prepared;0;
Europe;Western and Central Europe;Estonia;EST;2014;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Estonia;EST;2014;Opioids;Pharmaceutical opioids;Methadone;2;
Europe;Western and Central Europe;Estonia;EST;2014;Opioids;Pharmaceutical opioids;Fentanyl;7;
Europe;Western and Central Europe;Estonia;EST;2014;Cocaine-type;Cocaine salts;;3;
Europe;Western and Central Europe;Estonia;EST;2014;Cocaine-type;Coca leaf;;1;
Europe;Western and Central Europe;Estonia;EST;2014;ATS;Amphetamine;;30;
Europe;Western and Central Europe;Estonia;EST;2014;ATS;Methamphetamine;;37;
Europe;Western and Central Europe;Estonia;EST;2014;ATS;Ecstasy-type substances;;3;
Europe;Western and Central Europe;Estonia;EST;2014;ATS;Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);0;
Europe;Western and Central Europe;Estonia;EST;2014;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Estonia;EST;2014;Sedatives and Tranquillizers;GHB;;11;
Europe;Western and Central Europe;Estonia;EST;2014;Opioids;Pharmaceutical opioids;Tramadol;0;
Europe;Western and Central Europe;Estonia;EST;2014;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;0;
Europe;Western and Central Europe;Estonia;EST;2014;Hallucinogens;Other Hallucinogens;Psilocybin;0;
Europe;Western and Central Europe;Estonia;EST;2014;Substances not under international control;Plant-based NPS;Salvia divinorum;0;
Europe;Western and Central Europe;Estonia;EST;2014;Substances not under international control;GBL;;162;
Europe;Western and Central Europe;Estonia;EST;2014;Substances not under international control;Other substances not under int. control;;21;
Europe;Western and Central Europe;Estonia;EST;2014;Other miscellaneous;Other miscellaneous;;96;
Europe;Western and Central Europe;Estonia;EST;2014;Sedatives and Tranquillizers;Other sedatives and tranquillizers;Zolpidem;0;
Europe;Western and Central Europe;Estonia;EST;2014;Hallucinogens;Other Hallucinogens;25I-NBOMe;0;
Europe;Western and Central Europe;Estonia;EST;2014;Substances not under international control;Synthetic cathinones;alpha-pyrrolidinovalerophenone (alpha-PVP);0;
Asia;East and South-East Asia;Indonesia;IDN;2013;Cannabis-type;Marijuana (herb);;17779;
Europe;Western and Central Europe;Netherlands;NLD;2014;Cannabis-type;Cannabis plants;;160000;
Europe;Western and Central Europe;Netherlands;NLD;2014;Cannabis-type;Other types of cannabis;;0;
Europe;Western and Central Europe;Netherlands;NLD;2014;Cannabis-type;Other types of cannabis;;0;
Europe;Western and Central Europe;Netherlands;NLD;2014;Cannabis-type;Cannabis plants;;2000;
Asia;Near and Middle East/ South-West Asia;Saudi Arabia;SAU;2014;ATS;Amphetamine;;17056;
Asia;Near and Middle East/ South-West Asia;Saudi Arabia;SAU;2013;ATS;Amphetamine;;9706;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;Opioids;Heroin;;94;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;Cannabis-type;Marijuana (herb);;1238;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;Cannabis-type;Hashish (resin);;1;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;Cannabis-type;Cannabis plants;;1058;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;Cocaine-type;Cocaine salts;;7;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2012;Non-specified;Non-specified;;1;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2013;Opioids;Heroin;;23;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2013;Cannabis-type;Marijuana (herb);;85;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2013;Cannabis-type;Cannabis plants;;151;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2013;Cocaine-type;Cocaine salts;;4;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2013;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2013;Non-specified;Non-specified;;0;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Opioids;Heroin;;10;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Cannabis-type;Marijuana (herb);;738;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Cannabis-type;Cannabis plants;;693;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Cannabis-type;Cannabis seed;;0;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Cocaine-type;Cocaine salts;;21;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Non-specified;Non-specified;;1;
Europe;South-Eastern Europe (including Turkey);Kosovo under UNSCR 1244;KKK;2014;Precursors;Non-specified precursors;;5;
Asia;Central Asia and Transcaucasia;Tajikistan;TJK;2012;Sedatives and Tranquillizers;Benzodiazepines;;0;
Asia;Central Asia and Transcaucasia;Tajikistan;TJK;2012;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Cannabis-type;Marijuana (herb);;529;
Europe;Western and Central Europe;Hungary;HUN;2014;Cannabis-type;Hashish (resin);;8;
Europe;Western and Central Europe;Hungary;HUN;2014;Cannabis-type;Cannabis plants;;329;
Europe;Western and Central Europe;Hungary;HUN;2014;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Opioids;Heroin;;70;
Europe;Western and Central Europe;Hungary;HUN;2014;Opioids;Opium;Raw and prepared;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Opioids;Illicit morphine;;6;
Europe;Western and Central Europe;Hungary;HUN;2014;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Cocaine-type;Cocaine salts;;40;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Amphetamine;;16;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Ecstasy-type substances;;4;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Other stimulants;Cathinone;42;
Europe;Western and Central Europe;Hungary;HUN;2014;ATS;Other stimulants;Cathinone;3;
Europe;Western and Central Europe;Hungary;HUN;2014;Substances not under international control;Phenethylamines;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Substances not under international control;Phenethylamines;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Sedatives and Tranquillizers;Barbiturates;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Sedatives and Tranquillizers;Barbiturates;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Hungary;HUN;2014;Substances not under international control;GBL;;31;
Europe;Western and Central Europe;Hungary;HUN;2014;Substances not under international control;Synthetic cannabinoids (Spice);Powder;6;
Europe;Western and Central Europe;Hungary;HUN;2014;Substances not under international control;Synthetic cannabinoids (Spice);Non-specified synthetic cannabinoid;100;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2012;Cannabis-type;Marijuana (herb);;1022;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2012;Cannabis-type;Hashish (resin);;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2013;Cannabis-type;Marijuana (herb);;1338;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2013;Cannabis-type;Hashish (resin);;0;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;Opioids;Heroin;;193;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;Cannabis-type;Marijuana (herb);;2786;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;Cannabis-type;Hashish (resin);;6;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;Cocaine-type;Cocaine salts;;4;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;ATS;Ecstasy-type substances;;40;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;ATS;Ecstasy-type substances;;1;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;ATS;Amphetamine;;23;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2014;ATS;Amphetamine;;0;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;Opioids;Heroin;;71;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;Opioids;Opium;Raw and prepared;0;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;Cannabis-type;Marijuana (herb);;825;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;Cannabis-type;Hashish (resin);;23;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;Cannabis-type;Cannabis plants;;276;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;Cocaine-type;Cocaine salts;;0;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;ATS;Amphetamine;;1;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2012;ATS;Amphetamine;;0;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;Opioids;Heroin;;57;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;Cannabis-type;Marijuana (herb);;3043;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;Cannabis-type;Hashish (resin);;1;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;Cocaine-type;Cocaine salts;;71;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;ATS;Ecstasy-type substances;;20;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;ATS;Ecstasy-type substances;;3;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;ATS;Amphetamine;;22;
Europe;South-Eastern Europe (including Turkey);Serbia;SRB;2013;ATS;Amphetamine;;0;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;9299;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;13;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;0;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;1;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;0;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Hashish (resin);;0;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;0;
Africa;Eastern Africa;Kenya;KEN;2014;Cannabis-type;Marijuana (herb);;0;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Cannabis-type;Cannabis seed;;2;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Cannabis-type;Cannabis plants;;55141;
Europe;South-Eastern Europe (including Turkey);Albania;ALB;2014;Other miscellaneous;Other miscellaneous;Cutting substances;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Opioids;Poppy plants;Poppy straw;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Opioids;Pharmaceutical opioids;Methadone;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Opioids;Pharmaceutical opioids;Codeine;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Opioids;Other illicit opiates;Acetylised opium;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Opioids;Other illicit opioids;Desomorphine;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Cannabis-type;Cannabis oil;;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Non-specified;Psychotropic substances;;0;
Asia;Central Asia and Transcaucasia;Armenia;ARM;2014;Precursors;Non-specified precursors;;3;
Asia;Central Asia and Transcaucasia;Azerbaijan;AZE;2014;Cocaine-type;Cocaine salts;;0;
Europe;Eastern Europe;Belarus;BLR;2013;Opioids;Opium;;1;
Europe;Eastern Europe;Belarus;BLR;2013;Opioids;Pharmaceutical opioids;Methadone;3;
Europe;Eastern Europe;Belarus;BLR;2013;Cannabis-type;Cannabis oil;;0;
Europe;Eastern Europe;Belarus;BLR;2014;Opioids;Heroin;;3;
Europe;Eastern Europe;Belarus;BLR;2014;Opioids;Opium;;0;
Europe;Eastern Europe;Belarus;BLR;2014;Opioids;Poppy plants;Poppy straw;51;
Europe;Eastern Europe;Belarus;BLR;2014;Opioids;Pharmaceutical opioids;Methadone;1;
Europe;Eastern Europe;Belarus;BLR;2014;Cannabis-type;Marijuana (herb);;77;
Europe;Eastern Europe;Belarus;BLR;2014;Cannabis-type;Hashish (resin);;252;
Europe;Eastern Europe;Belarus;BLR;2014;Cannabis-type;Cannabis oil;;0;
Europe;Eastern Europe;Belarus;BLR;2014;Cocaine-type;Cocaine salts;;1;
Asia;Central Asia and Transcaucasia;Georgia;GEO;2014;Opioids;Illicit morphine;;12;
Asia;Central Asia and Transcaucasia;Georgia;GEO;2014;Opioids;Poppy plants;;8;
Asia;Central Asia and Transcaucasia;Georgia;GEO;2014;Opioids;Poppy plants;Poppy straw;0;
Asia;Central Asia and Transcaucasia;Georgia;GEO;2014;Opioids;Pharmaceutical opioids;Codeine;2;
Asia;Central Asia and Transcaucasia;Georgia;GEO;2014;Opioids;Pharmaceutical opioids;Methadone;0;
Asia;Central Asia and Transcaucasia;Georgia;GEO;2014;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Opioids;Illicit morphine;;0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Opioids;Illicit morphine;Morphine HCL;0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Opioids;Other illicit opiates;Acetylised opium;0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Opioids;Pharmaceutical opioids;Fentanyl;0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Opioids;Pharmaceutical opioids;Promedol (Trimeperidine);0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;ATS;Ecstasy-type substances;;0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Sedatives and Tranquillizers;Benzodiazepines;Diazepam (stesolid);0;
Asia;Central Asia and Transcaucasia;Kazakhstan;KAZ;2014;Sedatives and Tranquillizers;Benzodiazepines;Bromazepam;0;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2014;Opioids;Poppy plants;Poppy straw;2;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2014;Opioids;Poppy plants;;61;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2014;Non-specified;Non-specified;Pharmaceuticals;4;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2014;Substances not under international control;Other substances not under int. control;;20;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2014;Precursors;Non-specified precursors;;6197;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2013;Opioids;Heroin;;17;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2013;Cannabis-type;Marijuana (herb);;1198;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2013;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2013;ATS;Amphetamine;;1;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2013;ATS;Amphetamine;;0;
Europe;South-Eastern Europe (including Turkey);The former Yugoslav Republic of Macedonia;MKD;2013;ATS;Methamphetamine;;0;
